location,date,cum_infections,new_diagnoses,cum_deaths,new_deaths,new_tests,cum_tests,imported_cases,
SP,9/04/2020,5477,531,384,45,1000,21996,108,
SP,10/04/2020,5982,505,409,25,1000,23688,107,
SP,11/04/2020,6131,149,422,13,1000,25380,106,
SP,12/04/2020,6352,221,445,23,1000,27072,105,
SP,13/04/2020,6418,66,456,11,1000,28764,104,
SP,14/04/2020,6705,287,512,56,2000,30456,103,
SP,15/04/2020,7764,1059,558,46,2000,32148,102,
SP,16/04/2020,7908,144,603,45,2000,33840,101,
SP,17/04/2020,8744,836,643,40,2000,35532,100,
SP,18/04/2020,9428,684,686,43,2000,37224,99,
SP,19/04/2020,9668,240,700,14,2000,38916,98,
SP,20/04/2020,9815,147,715,15,2000,40608,97,
SP,21/04/2020,10342,527,753,38,2000,42300,96,
SP,22/04/2020,10691,349,778,25,2000,43992,95,
SP,23/04/2020,11225,534,912,134,2000,45684,94,
SP,24/04/2020,11800,575,1010,98,2000,47376,93,
SP,25/04/2020,13098,1298,1099,89,2000,49068,92,
SP,26/04/2020,13513,415,1114,15,2000,50760,91,
SP,27/04/2020,13989,476,1172,58,2000,52452,90,
SP,28/04/2020,15397,1408,1321,149,2000,54144,89,
SP,29/04/2020,16638,1241,1439,118,2000,55836,88,
SP,30/04/2020,18149,1511,1522,83,2000,57528,87,
SP,1/05/2020,19087,938,1607,85,2000,59220,86,
SP,2/05/2020,19494,407,1661,54,2000,60912,85,
SP,3/05/2020,19822,328,1673,12,2000,62604,84,
SP,4/05/2020,20073,251,1683,10,3000,64296,83,
SP,5/05/2020,21140,1067,1801,118,3000,65988,82,
SP,6/05/2020,23187,2047,1910,109,3000,67680,81,
SP,7/05/2020,24273,1086,1986,76,3000,69372,80,
SP,8/05/2020,25366,1093,2110,124,3000,71064,79,
SP,9/05/2020,26787,1421,2223,113,3000,72756,78,
SP,10/05/2020,27307,520,2266,43,3000,74448,77,
SP,11/05/2020,27771,464,2283,17,3000,76140,76,
SP,12/05/2020,28682,911,2407,124,3000,77832,75,
SP,13/05/2020,30402,1720,2496,89,3000,79524,74,
SP,14/05/2020,31873,1471,2596,100,3000,81216,73,
SP,15/05/2020,33992,2119,2674,78,3000,82908,72,
SP,16/05/2020,35429,1437,2792,118,3000,84600,71,
SP,17/05/2020,35931,502,2835,43,3000,86292,70,
SP,18/05/2020,36188,257,2856,21,3000,87984,69,
SP,19/05/2020,37640,1452,3029,173,3000,89676,68,
SP,20/05/2020,39466,1826,3135,106,3000,91368,67,
SP,21/05/2020,41451,1985,3238,103,3000,93060,66,
SP,22/05/2020,42973,1522,3352,114,3000,94752,65,
SP,23/05/2020,44887,1914,3491,139,3000,96444,64,
SP,24/05/2020,45527,640,3534,43,3000,98136,63,
SP,25/05/2020,46204,677,3555,21,6000,99828,62,
SP,26/05/2020,47554,1350,3691,136,6000,101520,61,
SP,27/05/2020,49264,1710,3826,135,6000,103212,60,
SP,28/05/2020,52719,3455,3958,132,6000,104904,59,
SP,29/05/2020,55741,3022,4116,158,6000,106596,58,
SP,30/05/2020,58619,2878,4239,123,6000,108288,57,
SP,31/05/2020,60131,1512,4280,41,6000,109980,56,
SP,1/06/2020,61126,995,4304,24,6000,111672,55,
SP,2/06/2020,64443,3317,4443,139,6000,113364,54,
SP,3/06/2020,66777,2334,4564,121,6000,115056,53,
SP,4/06/2020,69347,2570,4674,110,6000,116748,52,
SP,5/06/2020,71453,2106,4805,131,6000,118440,51,
SP,6/06/2020,73861,2408,4901,96,6000,120132,50,
SP,7/06/2020,74796,935,4920,19,6000,121824,49,
SP,8/06/2020,75699,903,4937,17,6000,123516,48,
SP,9/06/2020,78026,2327,5073,136,6000,125208,47,
SP,10/06/2020,80457,2431,5232,159,6000,126900,46,
SP,11/06/2020,83076,2619,5357,125,6000,128592,45,
SP,12/06/2020,85622,2546,5480,123,6000,130284,44,
SP,13/06/2020,88025,2403,5599,119,6000,131976,43,
SP,14/06/2020,91198,3173,5623,24,6000,133668,42,
SP,15/06/2020,93448,2250,5652,29,6000,135360,41,
SP,16/06/2020,97676,4228,5819,167,6000,137052,40,
SP,17/06/2020,98132,456,5959,140,6000,138744,39,
SP,18/06/2020,98530,398,6097,138,6000,140436,38,
SP,19/06/2020,105407,6877,6255,158,6000,142128,37,
SP,20/06/2020,105591,184,6371,116,6000,143820,36,
SP,21/06/2020,106540,949,6387,16,6000,145512,35,
SP,22/06/2020,107731,1191,6404,17,6000,147204,34,
SP,23/06/2020,110214,2483,6583,179,6000,148896,33,
SP,24/06/2020,113261,3047,6675,92,6000,150588,32,
SP,25/06/2020,117311,4050,6794,119,6000,152280,31,
SP,26/06/2020,121163,3852,6880,86,6000,153972,30,
SP,27/06/2020,122759,1596,6982,102,6000,155664,29,
SP,28/06/2020,124105,1346,7003,21,6000,157356,28,
SP,29/06/2020,125012,907,7026,23,6000,159048,27,
SP,30/06/2020,127119,2107,7162,136,6000,160727,27,
SP,1/07/2020,129328,2209,7258,96,6000,166727,27,
SP,2/07/2020,134984,5656,7370,112,6000,172727,27,
SP,3/07/2020,137074,2090,7479,109,6000,178727,27,
SP,4/07/2020,137762,688,7597,118,6000,184727,27,
SP,5/07/2020,139871,2109,7621,24,6000,190727,27,
Rio,27/02/2020,1,1,0,0,0,0,150,
Rio,28/02/2020,17,16,0,0,56,472,149,
Rio,29/02/2020,33,16,0,0,56,944,148,
Rio,1/03/2020,49,16,0,0,56,1416,147,
Rio,2/03/2020,65,16,0,0,56,1888,146,
Rio,3/03/2020,81,16,0,0,56,2360,145,
Rio,4/03/2020,97,16,0,0,56,2832,144,
Rio,5/03/2020,113,16,0,0,56,3304,143,
Rio,6/03/2020,129,16,0,0,56,3776,142,
Rio,7/03/2020,145,16,0,0,56,4248,141,
Rio,8/03/2020,161,16,0,0,56,4720,140,
Rio,9/03/2020,177,16,0,0,56,5192,139,
Rio,10/03/2020,193,16,0,0,56,5664,138,
Rio,11/03/2020,209,16,0,0,56,6136,137,
Rio,12/03/2020,225,16,0,0,56,6608,136,
Rio,13/03/2020,241,16,0,0,56,7080,135,
Rio,14/03/2020,257,16,0,0,56,7552,134,
Rio,15/03/2020,273,16,0,0,56,8024,133,
Rio,16/03/2020,289,16,0,0,56,8496,132,
Rio,17/03/2020,305,16,1,1,56,8968,131,
Rio,18/03/2020,321,16,1,0,56,9440,130,
Rio,19/03/2020,337,16,1,0,56,9912,129,
Rio,20/03/2020,353,16,2,1,56,10384,128,
Rio,21/03/2020,369,16,3,1,56,10856,127,
Rio,22/03/2020,385,16,4,1,56,11328,126,
Rio,23/03/2020,401,16,5,1,56,11800,125,
Rio,24/03/2020,417,16,6,1,56,12272,124,
Rio,25/03/2020,433,16,7,1,56,12744,123,
Rio,26/03/2020,449,16,8,1,56,13216,122,
Rio,27/03/2020,465,16,9,1,500,13688,121,
Rio,28/03/2020,489,24,9,9,500,14160,120,
Rio,29/03/2020,516,27,13,4,500,14632,119,
Rio,30/03/2020,553,37,13,0,500,15104,118,
Rio,31/03/2020,586,33,18,5,500,15576,117,
Rio,1/04/2020,697,111,20,2,500,16048,116,
Rio,2/04/2020,798,101,31,11,500,16520,115,
Rio,3/04/2020,867,69,36,5,500,16992,114,
Rio,4/04/2020,982,115,38,2,500,17464,113,
Rio,5/04/2020,1068,86,42,4,500,17936,112,
Rio,6/04/2020,1110,42,47,5,500,18408,111,
Rio,7/04/2020,1251,141,59,12,500,18880,110,
Rio,8/04/2020,1449,198,73,14,500,19352,109,
Rio,9/04/2020,1633,184,82,9,500,19824,108,
Rio,10/04/2020,1808,175,92,10,500,20296,107,
Rio,11/04/2020,1905,97,98,6,500,20768,106,
Rio,12/04/2020,1996,91,106,8,500,21240,105,
Rio,13/04/2020,2322,326,115,9,500,21712,104,
Rio,14/04/2020,2393,71,140,25,500,22184,103,
Rio,15/04/2020,2519,126,167,27,500,22656,102,
Rio,16/04/2020,2659,140,195,28,500,23128,101,
Rio,17/04/2020,2946,287,219,24,500,23600,100,
Rio,18/04/2020,3059,113,237,18,1000,24072,99,
Rio,19/04/2020,3126,67,245,8,1000,24544,98,
Rio,20/04/2020,3243,117,257,12,1000,25016,97,
Rio,21/04/2020,3587,344,283,26,1000,25488,96,
Rio,22/04/2020,3656,69,303,20,1000,25960,95,
Rio,23/04/2020,4027,371,322,19,1000,26432,94,
Rio,24/04/2020,4091,64,347,25,1000,26904,93,
Rio,25/04/2020,4481,390,367,20,1000,27376,92,
Rio,26/04/2020,4498,17,382,15,1000,27848,91,
Rio,27/04/2020,5261,763,404,22,1000,28320,90,
Rio,28/04/2020,5554,293,456,52,1000,28792,89,
Rio,29/04/2020,5689,135,496,40,1000,29264,88,
Rio,30/04/2020,5903,214,535,39,1000,29736,87,
Rio,1/05/2020,6189,286,574,39,1000,30208,86,
Rio,2/05/2020,6448,259,603,29,1000,30680,85,
Rio,3/05/2020,6750,302,631,28,1000,31152,84,
Rio,4/05/2020,7283,533,670,39,1000,31624,83,
Rio,5/05/2020,7832,549,713,43,1000,32096,82,
Rio,6/05/2020,8577,745,764,51,1000,32568,81,
Rio,7/05/2020,9051,474,919,155,1000,33040,80,
Rio,8/05/2020,9672,621,1002,83,2000,33512,79,
Rio,9/05/2020,10479,807,1092,90,2000,33984,78,
Rio,10/05/2020,10520,41,1126,34,2000,34456,77,
Rio,11/05/2020,10619,99,1172,46,2000,34928,76,
Rio,12/05/2020,10816,197,1279,107,2000,35400,75,
Rio,13/05/2020,11026,210,1363,84,2000,35872,74,
Rio,14/05/2020,11264,238,1509,146,2000,36344,73,
Rio,15/05/2020,11715,451,1631,122,2000,36816,72,
Rio,16/05/2020,12295,580,1751,120,2000,37288,71,
Rio,17/05/2020,12921,626,1841,90,2000,37760,70,
Rio,18/05/2020,13443,522,1960,119,3000,38232,69,
Rio,19/05/2020,14531,1088,2135,175,3000,38704,68,
Rio,20/05/2020,17066,2535,2249,114,3000,39176,67,
Rio,21/05/2020,18743,1677,2376,127,3000,39648,66,
Rio,22/05/2020,20161,1418,2520,144,3000,40120,65,
Rio,23/05/2020,21043,882,2702,182,3000,40592,64,
Rio,24/05/2020,21775,732,2755,53,4500,41064,63,
Rio,25/05/2020,22466,691,2831,76,4500,41536,62,
Rio,26/05/2020,23290,824,2978,147,4500,42008,61,
Rio,27/05/2020,24750,1460,3135,157,4500,42480,60,
Rio,28/05/2020,25974,1224,3293,158,4500,42952,59,
Rio,29/05/2020,27311,1337,3430,137,4500,43424,58,
Rio,30/05/2020,28481,1170,3525,95,4500,43896,57,
Rio,31/05/2020,29157,676,3578,53,4500,44368,56,
Rio,1/06/2020,30014,857,3671,93,4500,44840,55,
Rio,2/06/2020,31204,1190,3828,157,4500,45312,54,
Rio,3/06/2020,32951,1747,4055,227,4500,45784,53,
Rio,4/06/2020,33695,744,4231,176,4500,46256,52,
Rio,5/06/2020,35043,1348,4309,78,4500,46728,51,
Rio,6/06/2020,35703,660,4401,92,4500,47200,50,
Rio,7/06/2020,36115,412,4462,61,4500,47672,49,
Rio,8/06/2020,36893,778,4516,54,4500,48144,48,
Rio,9/06/2020,37903,1010,4599,83,4500,48616,47,
Rio,10/06/2020,38960,1057,4716,117,4500,49088,46,
Rio,11/06/2020,40017,1057,4850,134,4500,49560,45,
Rio,12/06/2020,40504,487,4877,27,4500,50032,44,
Rio,13/06/2020,41411,907,4993,116,4500,50504,43,
Rio,14/06/2020,41768,357,5043,50,4500,50976,42,
Rio,15/06/2020,42385,617,5090,47,4500,51448,41,
Rio,16/06/2020,43874,1489,5239,149,4500,51920,40,
Rio,17/06/2020,45978,2104,5343,104,4500,52392,39,
Rio,18/06/2020,46255,277,5508,165,4500,52864,38,
Rio,19/06/2020,48753,2498,5632,124,4500,53336,37,
Rio,20/06/2020,50129,1376,5791,159,4500,53808,36,
Rio,21/06/2020,50430,301,5832,41,4500,54280,35,
Rio,22/06/2020,50922,492,5875,43,4500,54752,34,
Rio,23/06/2020,52325,1403,6000,125,4500,55224,33,
Rio,24/06/2020,53307,982,6087,87,4500,55696,32,
Rio,25/06/2020,54169,862,6161,74,4500,56168,31,
Rio,26/06/2020,55152,983,6264,103,4500,56640,30,
Rio,27/06/2020,55286,134,6366,102,4500,57112,29,
Rio,28/06/2020,56060,774,6393,27,4500,57584,28,
Rio,29/06/2020,56351,291,6417,24,4500,58056,27,
Rio,30/06/2020,56936,585,6550,133,4500,58546,27,
Rio,1/07/2020,57879,943,6618,68,4500,63046,27,
Rio,2/07/2020,58615,736,6689,71,4500,67546,27,
Rio,3/07/2020,59448,833,6791,102,4500,72046,27,
Rio,4/07/2020,60033,585,6869,78,4500,76546,27,
Rio,5/07/2020,60233,200,6898,29,4500,81046,27,
Fortaleza,27/02/2020,1,1,0,0,50,0,150,
Fortaleza,28/02/2020,11,10,0,0,50,607,149,
Fortaleza,29/02/2020,21,10,0,0,50,1214,148,
Fortaleza,1/03/2020,31,10,0,0,50,1821,147,
Fortaleza,2/03/2020,41,10,0,0,50,2428,146,
Fortaleza,3/03/2020,51,10,0,0,50,3035,145,
Fortaleza,4/03/2020,61,10,0,0,50,3642,144,
Fortaleza,5/03/2020,71,10,0,0,50,4249,143,
Fortaleza,6/03/2020,81,10,0,0,50,4856,142,
Fortaleza,7/03/2020,91,10,0,0,50,5463,141,
Fortaleza,8/03/2020,101,10,0,0,50,6070,140,
Fortaleza,9/03/2020,111,10,0,0,50,6677,139,
Fortaleza,10/03/2020,121,10,0,0,50,7284,138,
Fortaleza,11/03/2020,131,10,0,0,50,7891,137,
Fortaleza,12/03/2020,141,10,0,0,50,8498,136,
Fortaleza,13/03/2020,151,10,0,0,50,9105,135,
Fortaleza,14/03/2020,161,10,0,0,50,9712,134,
Fortaleza,15/03/2020,171,10,0,0,50,10319,133,
Fortaleza,16/03/2020,181,10,0,0,50,10926,132,
Fortaleza,17/03/2020,191,10,0,0,50,11533,131,
Fortaleza,18/03/2020,201,10,0,0,50,12140,130,
Fortaleza,19/03/2020,211,10,0,0,50,12747,129,
Fortaleza,20/03/2020,221,10,0,0,50,13354,128,
Fortaleza,21/03/2020,231,10,0,0,100,13961,127,
Fortaleza,22/03/2020,241,10,0,0,100,14568,126,
Fortaleza,23/03/2020,251,10,0,0,100,15175,125,
Fortaleza,24/03/2020,261,10,1,1,100,15782,124,
Fortaleza,25/03/2020,271,10,2,1,100,16389,123,
Fortaleza,26/03/2020,281,10,2,0,100,16996,122,
Fortaleza,27/03/2020,291,10,3,1,100,17603,121,
Fortaleza,28/03/2020,304,13,4,1,100,18210,120,
Fortaleza,29/03/2020,338,34,5,1,100,18817,119,
Fortaleza,30/03/2020,353,15,5,0,100,19424,118,
Fortaleza,31/03/2020,371,18,6,1,100,20031,117,
Fortaleza,1/04/2020,413,42,6,0,100,20638,116,
Fortaleza,2/04/2020,507,94,16,10,300,21245,115,
Fortaleza,3/04/2020,600,93,17,1,300,21852,114,
Fortaleza,4/04/2020,680,80,17,0,300,22459,113,
Fortaleza,5/04/2020,744,64,20,3,300,23066,112,
Fortaleza,6/04/2020,925,181,24,4,300,23673,111,
Fortaleza,7/04/2020,1053,128,30,6,300,24280,110,
Fortaleza,8/04/2020,1213,160,41,11,300,24887,109,
Fortaleza,9/04/2020,1283,70,45,4,300,25494,108,
Fortaleza,10/04/2020,1366,83,53,8,300,26101,107,
Fortaleza,11/04/2020,1457,91,58,5,300,26708,106,
Fortaleza,12/04/2020,1529,72,59,1,300,27315,105,
Fortaleza,13/04/2020,1686,157,78,19,300,27922,104,
Fortaleza,14/04/2020,1794,108,86,8,300,28529,103,
Fortaleza,15/04/2020,1946,152,93,7,300,29136,102,
Fortaleza,16/04/2020,2041,95,95,2,300,29743,101,
Fortaleza,17/04/2020,2263,222,113,18,600,30350,100,
Fortaleza,18/04/2020,2562,299,141,28,600,30957,99,
Fortaleza,19/04/2020,2688,126,148,7,600,31564,98,
Fortaleza,20/04/2020,2840,152,164,16,600,32171,97,
Fortaleza,21/04/2020,3018,178,178,14,600,32778,96,
Fortaleza,22/04/2020,3303,285,189,11,600,33385,95,
Fortaleza,23/04/2020,3791,488,212,23,600,33992,94,
Fortaleza,24/04/2020,4063,272,228,16,600,34599,93,
Fortaleza,25/04/2020,4541,478,259,31,600,35206,92,
Fortaleza,26/04/2020,4852,311,285,26,600,35813,91,
Fortaleza,27/04/2020,5280,428,310,25,600,36420,90,
Fortaleza,28/04/2020,5481,201,329,19,600,37027,89,
Fortaleza,29/04/2020,5712,231,349,20,600,37634,88,
Fortaleza,30/04/2020,5875,163,373,24,600,38241,87,
Fortaleza,1/05/2020,6083,208,403,30,1500,38848,86,
Fortaleza,2/05/2020,6353,270,498,95,1500,39455,85,
Fortaleza,3/05/2020,6417,64,528,30,1500,40062,84,
Fortaleza,4/05/2020,8198,1781,553,25,1500,40669,83,
Fortaleza,5/05/2020,8509,311,608,55,1500,41276,82,
Fortaleza,6/05/2020,9061,552,651,43,1500,41883,81,
Fortaleza,7/05/2020,9669,608,694,43,1500,42490,80,
Fortaleza,8/05/2020,10348,679,741,47,1500,43097,79,
Fortaleza,9/05/2020,10995,647,809,68,1500,43704,78,
Fortaleza,10/05/2020,11556,561,840,31,1500,44311,77,
Fortaleza,11/05/2020,11935,379,893,53,1500,44918,76,
Fortaleza,12/05/2020,12484,549,950,57,1500,45525,75,
Fortaleza,13/05/2020,13037,553,1022,72,1500,46132,74,
Fortaleza,14/05/2020,13777,740,1039,17,1500,46739,73,
Fortaleza,15/05/2020,14259,482,1088,49,1500,47346,72,
Fortaleza,16/05/2020,15162,903,1163,75,1500,47953,71,
Fortaleza,17/05/2020,15371,209,1174,11,1500,48560,70,
Fortaleza,18/05/2020,16169,798,1253,79,1500,49167,69,
Fortaleza,19/05/2020,16784,615,1307,54,1500,49774,68,
Fortaleza,20/05/2020,18010,1226,1333,26,1500,50381,67,
Fortaleza,21/05/2020,18644,634,1503,170,1500,50988,66,
Fortaleza,22/05/2020,19270,626,1548,45,1500,51595,65,
Fortaleza,23/05/2020,19552,282,1574,26,1500,52202,64,
Fortaleza,24/05/2020,19795,243,1579,5,1500,52809,63,
Fortaleza,25/05/2020,20146,351,1687,108,1500,53416,62,
Fortaleza,26/05/2020,20789,643,1769,82,1500,54023,61,
Fortaleza,27/05/2020,20939,150,1783,14,1500,54630,60,
Fortaleza,28/05/2020,21328,389,1804,21,1500,55237,59,
Fortaleza,29/05/2020,21705,377,1877,73,1500,55844,58,
Fortaleza,30/05/2020,23378,1673,1939,62,1500,56451,57,
Fortaleza,31/05/2020,23613,235,1967,28,1500,57058,56,
Fortaleza,1/06/2020,24104,491,2084,117,1500,57665,55,
Fortaleza,2/06/2020,24897,793,2231,147,1500,58272,54,
Fortaleza,3/06/2020,25726,829,2334,103,1500,58879,53,
Fortaleza,4/06/2020,26514,788,2424,90,1500,59486,52,
Fortaleza,5/06/2020,26933,419,2444,20,1500,60093,51,
Fortaleza,6/06/2020,27320,387,2459,15,1500,60700,50,
Fortaleza,7/06/2020,27411,91,2458,-1,1500,61307,49,
Fortaleza,8/06/2020,27706,295,2539,81,1500,61914,48,
Fortaleza,9/06/2020,28366,660,2615,76,1500,62521,47,
Fortaleza,10/06/2020,29141,775,2697,82,1500,63128,46,
Fortaleza,11/06/2020,29711,570,2783,86,1500,63735,45,
Fortaleza,12/06/2020,30171,460,2843,60,1500,64342,44,
Fortaleza,13/06/2020,30323,152,2851,8,1500,64949,43,
Fortaleza,14/06/2020,30409,86,2853,2,1500,65556,42,
Fortaleza,15/06/2020,30863,454,2915,62,1500,66163,41,
Fortaleza,16/06/2020,31149,286,2943,28,1500,66770,40,
Fortaleza,17/06/2020,31779,630,3053,110,1500,67377,39,
Fortaleza,18/06/2020,32093,314,3084,31,1500,67984,38,
Fortaleza,19/06/2020,32473,380,3110,26,1500,68591,37,
Fortaleza,20/06/2020,32775,302,3112,2,1500,69198,36,
Fortaleza,21/06/2020,32854,79,3110,-2,1500,69805,35,
Fortaleza,22/06/2020,33072,218,3138,28,1500,70412,34,
Fortaleza,23/06/2020,33751,679,3176,38,1500,71019,33,
Fortaleza,24/06/2020,34027,276,3212,36,1500,71626,32,
Fortaleza,25/06/2020,34313,286,3229,17,1500,72233,31,
Fortaleza,26/06/2020,34580,267,3235,6,1500,72840,30,
Fortaleza,27/06/2020,34929,349,3244,9,1500,73447,29,
Fortaleza,28/06/2020,35029,100,3245,1,1500,74054,28,
Fortaleza,29/06/2020,35081,52,3276,31,1500,74661,27,
Fortaleza,30/06/2020,35313,232,3288,12,1500,75264,27,
Fortaleza,1/07/2020,35523,210,3295,7,1500,76764,27,
Fortaleza,2/07/2020,35784,261,3323,28,1500,78264,27,
Fortaleza,3/07/2020,36100,316,3346,23,1500,79764,27,
Fortaleza,4/07/2020,36828,728,3366,20,1500,81264,27,
Fortaleza,5/07/2020,36875,47,3377,11,1500,82764,27,
Manaus,27/02/2020,0,0,0,0,50,0,150,
Manaus,28/02/2020,0,0,0,0,50,662,149,
Manaus,29/02/2020,0,0,0,0,50,1324,148,
Manaus,1/03/2020,0,0,0,0,50,1986,147,
Manaus,2/03/2020,0,0,0,0,50,2648,146,
Manaus,3/03/2020,0,0,0,0,50,3310,145,
Manaus,4/03/2020,0,0,0,0,50,3972,144,
Manaus,5/03/2020,0,0,0,0,50,4634,143,
Manaus,6/03/2020,0,0,0,0,50,5296,142,
Manaus,7/03/2020,0,0,0,0,50,5958,141,
Manaus,8/03/2020,0,0,0,0,50,6620,140,
Manaus,9/03/2020,0,0,0,0,50,7282,139,
Manaus,10/03/2020,0,0,0,0,50,7944,138,
Manaus,11/03/2020,0,0,0,0,50,8606,137,
Manaus,12/03/2020,0,0,0,0,50,9268,136,
Manaus,13/03/2020,1,1,0,0,50,9930,135,
Manaus,14/03/2020,8,7,0,0,50,10592,134,
Manaus,15/03/2020,15,7,0,0,50,11254,133,
Manaus,16/03/2020,22,7,0,0,50,11916,132,
Manaus,17/03/2020,29,7,0,0,50,12578,131,
Manaus,18/03/2020,36,7,0,0,50,13240,130,
Manaus,19/03/2020,43,7,0,0,50,13902,129,
Manaus,20/03/2020,50,7,0,0,50,14564,128,
Manaus,21/03/2020,57,7,0,0,100,15226,127,
Manaus,22/03/2020,64,7,0,0,100,15888,126,
Manaus,23/03/2020,71,7,0,0,100,16550,125,
Manaus,24/03/2020,78,7,0,0,100,17212,124,
Manaus,25/03/2020,85,7,0,0,100,17874,123,
Manaus,26/03/2020,92,7,0,0,100,18536,122,
Manaus,27/03/2020,99,7,0,0,100,19198,121,
Manaus,28/03/2020,105,6,0,0,100,19860,120,
Manaus,29/03/2020,131,26,0,0,100,20522,119,
Manaus,30/03/2020,140,9,0,0,100,21184,118,
Manaus,31/03/2020,159,19,2,2,100,21846,117,
Manaus,1/04/2020,179,20,2,0,100,22508,116,
Manaus,2/04/2020,205,26,2,0,300,23170,115,
Manaus,3/04/2020,232,27,4,2,300,23832,114,
Manaus,4/04/2020,283,51,9,5,300,24494,113,
Manaus,5/04/2020,379,96,10,1,300,25156,112,
Manaus,6/04/2020,473,94,15,5,300,25818,111,
Manaus,7/04/2020,560,87,19,4,300,26480,110,
Manaus,8/04/2020,712,152,24,5,300,27142,109,
Manaus,9/04/2020,800,88,33,9,300,27804,108,
Manaus,10/04/2020,863,63,42,9,300,28466,107,
Manaus,11/04/2020,932,69,45,3,300,29128,106,
Manaus,12/04/2020,1053,121,52,7,300,29790,105,
Manaus,13/04/2020,1106,53,62,10,300,30452,104,
Manaus,14/04/2020,1295,189,81,19,300,31114,103,
Manaus,15/04/2020,1350,55,92,11,300,31776,102,
Manaus,16/04/2020,1459,109,107,15,300,32438,101,
Manaus,17/04/2020,1531,72,127,20,600,33100,100,
Manaus,18/04/2020,1593,62,134,7,600,33762,99,
Manaus,19/04/2020,1664,71,156,22,600,34424,98,
Manaus,20/04/2020,1772,108,156,0,600,35086,97,
Manaus,21/04/2020,1809,37,163,7,600,35748,96,
Manaus,22/04/2020,1958,149,172,9,600,36410,95,
Manaus,23/04/2020,2286,328,193,21,600,37072,94,
Manaus,24/04/2020,2481,195,207,14,600,37734,93,
Manaus,25/04/2020,2678,197,233,26,600,38396,92,
Manaus,26/04/2020,2722,44,246,13,600,39058,91,
Manaus,27/04/2020,2738,16,256,10,600,39720,90,
Manaus,28/04/2020,2899,161,274,18,600,40382,89,
Manaus,29/04/2020,3091,192,288,14,600,41044,88,
Manaus,30/04/2020,3273,182,312,24,600,41706,87,
Manaus,1/05/2020,3491,218,357,45,2000,42368,86,
Manaus,2/05/2020,3658,167,368,11,2000,43030,85,
Manaus,3/05/2020,4072,414,396,28,2000,43692,84,
Manaus,4/05/2020,4344,272,418,22,2000,44354,83,
Manaus,5/05/2020,4804,460,459,41,2000,45016,82,
Manaus,6/05/2020,5474,670,532,73,2000,45678,81,
Manaus,7/05/2020,5897,423,563,31,2000,46340,80,
Manaus,8/05/2020,6034,137,604,41,2000,47002,79,
Manaus,9/05/2020,6743,709,660,56,2000,47664,78,
Manaus,10/05/2020,7198,455,680,20,2000,48326,77,
Manaus,11/05/2020,7264,66,691,11,2000,48988,76,
Manaus,12/05/2020,7877,613,726,35,2000,49650,75,
Manaus,13/05/2020,8630,753,757,31,2000,50312,74,
Manaus,14/05/2020,9410,780,809,52,2000,50974,73,
Manaus,15/05/2020,9713,303,888,79,2000,51636,72,
Manaus,16/05/2020,10297,584,920,32,2000,52298,71,
Manaus,17/05/2020,10407,110,949,29,2000,52960,70,
